,index,id,amount_tsh,date_recorded,funder,gps_height,installer,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,latitude,longitude
497,16928,41779,0.0,2013-02-01,Dwsp,0,DWE,Kahilo,0,Lake Victoria,Busulwa,Shinyanga,17,1,Bariadi,Sakwe,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
498,16962,60495,0.0,2011-07-16,Geita Goldmain,0,Geita Goldmain,Bombani,0,Lake Victoria,Manga,Mwanza,19,6,Geita,Mtakuja,0,True,GeoData Consultants Ltd,VWC,Nugwe,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-2.3260779,31.858254294902203
499,16988,67200,0.0,2013-01-26,Dwsp,0,DWE,Njiapanda,0,Lake Victoria,Lyalu,Shinyanga,17,1,Bariadi,Bunamhala,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,pay per bucket,per bucket,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
500,16993,56137,0.0,2011-07-30,Lwi,0,LWI,none,0,Lake Victoria,Sutwa,Shinyanga,17,1,Bariadi,Mhunze,0,False,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
501,17001,15122,0.0,2011-08-20,Aimgold,0,AIMGOLD,Martin,0,Lake Tanganyika,Imalambegete,Mwanza,19,6,Geita,Kaseme,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
502,17010,23555,0.0,2012-10-24,Dwsp,0,DWE,Sulibanu,0,Lake Victoria,Ngwamang'Adi,Shinyanga,17,1,Bariadi,Ikungulyabashashi,0,False,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
503,17048,1236,0.0,2011-07-19,Government Of Tanzania,0,Government,K/Secondary,0,Lake Victoria,Kisese,Mwanza,19,6,Geita,Kalangalala,0,True,GeoData Consultants Ltd,VWC,14 Kambarage,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
504,17133,4307,0.0,2012-10-26,Holland,0,HOLLAND,Jamii,0,Lake Victoria,Ngara Shuleni,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
505,17138,17607,0.0,2011-08-05,Government Of Tanzania,0,Government,Bombani,0,Lake Victoria,Kadashi,Mwanza,19,6,Geita,Nyang'hwale,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
506,17210,69552,0.0,2013-01-28,Wvt,0,WVT,Shule Ya Msingi Mwalushu,0,Lake Victoria,Lugunano B,Shinyanga,17,1,Bariadi,Nkoma,0,True,GeoData Consultants Ltd,Parastatal,,False,0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,-2.6726957000000002,34.435503984842775
507,17237,22570,0.0,2012-11-05,Hesawa,0,DWE,Kwapondianke,0,Lake Victoria,Burora B,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
508,17242,30293,0.0,2012-10-27,Hesawa,0,DWE,Kwa Samwel,0,Lake Victoria,Igwata,Mwanza,19,2,Magu,Badugu,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
509,17260,9181,0.0,2013-02-14,Rwssp,0,DWE,Muungano,0,Lake Victoria,Yesa Mayala,Shinyanga,17,1,Bariadi,Somanda,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
510,17267,64875,0.0,2012-10-05,Magu Food Security,0,DWE,Kwa Lushinila,0,Lake Victoria,Nyanguli,Mwanza,19,2,Magu,Nyaluhande,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
511,17278,22901,0.0,2011-08-08,Government Of Tanzania,0,Government,Isram,0,Lake Victoria,Bupamba,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,other,other,-2.3260779,31.858254294902203
512,17293,68350,0.0,2012-10-24,Tasad,0,DWE,Swkondari Dutwa,0,Lake Victoria,Dutwa,Shinyanga,17,1,Bariadi,Nyakabindi,0,,GeoData Consultants Ltd,Parastatal,,False,0,afridev,afridev,handpump,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
513,17303,16740,0.0,2012-10-23,Wsdp,0,DWE,Mkombozi,0,Lake Victoria,Mwabuki,Shinyanga,17,1,Bariadi,Mwadobana,0,True,GeoData Consultants Ltd,WUG,,False,0,afridev,afridev,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
514,17344,21640,0.0,2013-03-03,Koica And Tanzania Government,0,,No 6,0,Lake Victoria,Butiama,Shinyanga,11,4,Bariadi,Bunamhala,0,,GeoData Consultants Ltd,,,False,0,mono,mono,motorpump,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,-2.6726957000000002,34.435503984842775
515,17353,32978,0.0,2013-02-01,Dwsp,0,DWE,Umoja,0,Lake Victoria,Mwambalange,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
516,17356,61798,0.0,2013-02-04,Dwsp,0,DWE,Tembo,0,Lake Victoria,Mwabasuzi,Shinyanga,17,1,Bariadi,Zagayu,0,False,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
517,17419,38213,0.0,2013-02-04,Dwsp,0,DWE,Magomeni,0,Lake Victoria,Kilugara,Shinyanga,17,1,Bariadi,Zagayu,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
518,17440,54437,0.0,2011-08-09,Kmcl,0,KMCL,Shaban,0,Lake Victoria,Kalalo,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-2.3260779,31.858254294902203
519,17457,38981,0.0,2013-01-20,Dwsp,0,DWE,Muungano,0,Lake Victoria,Mwabayanda,Shinyanga,17,1,Bariadi,Lugulu,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
520,17508,64220,0.0,2013-01-22,Dwsp,0,DWE,Njia Panda,0,Lake Victoria,Sawida,Shinyanga,17,1,Bariadi,Kinang'weli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
521,17517,1323,0.0,2012-10-22,Rwssp,0,DWE,Zanzui,0,Lake Victoria,Mwamalumbi,Shinyanga,17,1,Bariadi,Mwadobana,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
522,17529,43203,0.0,2012-10-21,Dwsp,0,DWE,Mateso,0,Lake Victoria,Manara C,Shinyanga,17,1,Bariadi,Mwaubingi,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
523,17559,16323,0.0,2013-02-01,Rwssp,0,DWE,Njia Panda,0,Lake Victoria,Badunyugi,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay annually,annually,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
524,17622,48754,0.0,2013-02-16,Wsdp,0,DWE,Baraka,0,Lake Victoria,Itirima,Shinyanga,17,1,Bariadi,Mwadobana,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
525,17688,49152,0.0,2011-08-06,Kmcl,0,KMCL,Bombani,0,Lake Victoria,Kafundikile,Mwanza,19,6,Geita,Kakora,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-2.3260779,31.858254294902203
526,17689,49471,0.0,2013-01-29,Dwsp,0,DWE,Kahela,0,Lake Victoria,Kasoli B,Shinyanga,17,1,Bariadi,Kasoli,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
527,17705,19145,0.0,2013-01-22,Dwsp,0,DWE,Muungano,0,Lake Victoria,Songambele,Shinyanga,17,1,Bariadi,Kinang'weli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
528,17728,60219,0.0,2011-08-02,Hesawa,0,Hesawa,Idd,0,Lake Victoria,Idudumula,Mwanza,19,6,Geita,Nyang'hwale,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
529,17846,9449,0.0,2013-02-04,Rwssp,0,DWE,Imalamakoye,0,Lake Victoria,Migombani,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
530,17867,23975,0.0,2011-08-15,Hesawa,0,DWE,Mwanang'Hi,0,Lake Tanganyika,Ndugali,Mwanza,19,6,Geita,Kamena,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
531,17950,21036,0.0,2011-07-30,Plan International,0,Plan Internationa,Lazaro,0,Lake Victoria,Mwamitirwa,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
532,17975,34584,0.0,2013-01-19,Dwsp,0,DWE,Mwabusheni,0,Lake Victoria,Mwabasabi B,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
533,18005,8594,0.0,2013-02-27,Rwssp,0,DWE,Imalaseko,0,Lake Victoria,Bubale A,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
534,18066,14489,0.0,2013-02-04,Lwi,0,LEI,Maelewano,0,Lake Victoria,Nyanding'O,Shinyanga,17,1,Bariadi,Mhango,0,True,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
535,18077,26432,0.0,2013-01-20,Dwsp,0,DWE,Mwagonda,0,Lake Victoria,Nkololo C,Shinyanga,17,1,Bariadi,Mwamapalala,0,False,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
536,18095,16804,0.0,2013-02-20,Dwsp,0,DWE,Jitegemee,0,Lake Victoria,Ng'Humguluma,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
537,18112,72522,0.0,2013-01-27,Dwsp,0,DWE,Mwantale,0,Lake Victoria,Mwamuhuba,Shinyanga,17,1,Bariadi,Lugulu,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
538,18125,18806,0.0,2011-07-23,Rc,0,R.C,Simeo,0,Lake Victoria,Mhengele,Mwanza,19,6,Geita,Nzera,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,unknown,unknown,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
539,18192,10802,0.0,2013-01-18,Dwsp,0,DWE,none,0,Lake Victoria,Songambele,Shinyanga,17,1,Bariadi,Kinang'weli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
540,18217,9542,0.0,2013-02-21,Wvt,0,WVT,Mama Huruma,0,Lake Victoria,Mwakasumbi,Shinyanga,17,1,Bariadi,Lagangabilili,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
541,18250,43996,0.0,2012-10-27,Hesawa,0,DWE,Kwa Bangili,0,Lake Victoria,Mwawaga,Mwanza,19,2,Magu,Badugu,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
542,18257,32139,0.0,2011-07-18,Rwssp,0,DWE,Kilabera,0,Lake Victoria,Nambaro,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
543,18266,49599,0.0,2013-02-02,Holland,0,HOLLAND,Muungano,0,Lake Victoria,Malambo,Shinyanga,17,1,Bariadi,Sakwe,0,False,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
544,18279,13146,0.0,2013-01-23,Dwsp,0,DWE,Uzwilo,0,Lake Victoria,Sunzula Centre,Shinyanga,17,1,Bariadi,Zagayu,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
545,18281,12442,0.0,2013-01-22,World Vision,0,World Vision,none,0,Lake Victoria,Mwikumulo,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
546,18316,55954,0.0,2012-12-16,Government Of Tanzania,0,Government,Kwa Jose,0,Lake Victoria,Kalemela,Mwanza,19,2,Magu,Kalemela,0,True,GeoData Consultants Ltd,VWC,Kalemela Ziwani,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-17.8092173,-63.3387606
547,18318,69553,0.0,2013-01-20,Ola,0,OLS,Shule Ya Sekondari Idoselo,0,Lake Victoria,Idoselo,Shinyanga,17,1,Bariadi,Mwamapalala,0,True,GeoData Consultants Ltd,Parastatal,,False,0,afridev,afridev,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
548,18347,45238,0.0,2013-01-31,Rwssp,0,DWE,Tumbaku,0,Lake Victoria,Ikuliaza,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
549,18362,24768,0.0,2013-02-01,Rwssp,0,DWE,Upendo,0,Lake Victoria,Kenya,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
550,18479,31143,0.0,2013-02-16,Dwsp,0,DWE,Upendo,0,Lake Victoria,Igoma,Shinyanga,17,1,Bariadi,Mhango,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
551,18504,63032,0.0,2012-10-29,Tanapa,0,TANAPA,Jamii,0,Lake Victoria,Nselya,Shinyanga,17,1,Bariadi,Sagata,0,False,GeoData Consultants Ltd,Parastatal,,False,0,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
552,18582,65333,0.0,2013-02-19,Lwi,0,LWI,Huruma,0,Lake Victoria,Nyanguli,Shinyanga,17,1,Bariadi,Somanda,0,False,GeoData Consultants Ltd,Parastatal,,False,0,other,other,other,parastatal,parastatal,never pay,never pay,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
553,18591,59340,0.0,2012-10-29,Government Of Tanzania,0,DWE,Badonipo,0,Lake Victoria,Jabutwa,Shinyanga,17,1,Bariadi,Sagata,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
554,18653,12684,0.0,2012-10-24,Hesawa,0,DWE,Kwa Mary Paul,0,Lake Victoria,Mwamakanga,Mwanza,19,2,Magu,Mwananyili,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
555,18662,2216,0.0,2013-01-21,Dassip,0,DALDO,Muungano,0,Lake Victoria,Isakang'Wale,Shinyanga,17,1,Bariadi,Mwamapalala,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
556,18676,54224,0.0,2013-02-27,Rwssp,0,DWE,Magutano,0,Lake Victoria,Ukirigulu,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,walimi,other handpump,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
557,18713,24436,0.0,2011-08-13,Hesawa,0,DWE,Shuleni,0,Lake Tanganyika,Bubende,Mwanza,19,6,Geita,Nyamalimbe,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.3260779,31.858254294902203
558,18718,42520,0.0,2013-02-16,Rwssp,0,DWE,none,0,Lake Victoria,Nyamisagusa A,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
559,18767,11222,0.0,2012-10-13,Hesawa,0,DWE,Kwashija,0,Lake Victoria,Malangale,Mwanza,19,2,Magu,Igalukilo,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
560,18808,68365,0.0,2012-12-24,Government Of Tanzania,0,RWE,Malili,0,Lake Victoria,Malili,Mwanza,19,2,Magu,Malili,0,True,GeoData Consultants Ltd,VWC,Ngasamo Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-17.8092173,-63.3387606
561,18827,70154,0.0,2011-08-04,Hesawa,0,DWE,Bombani,0,Lake Victoria,Mwero,Mwanza,19,6,Geita,Busolwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
562,18890,14729,0.0,2011-08-08,Hindu,0,Hindu,Seleman,0,Lake Victoria,Bupamba,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
563,18908,33857,0.0,2013-02-11,Cdg,0,DWE,Mabondeni,0,Lake Victoria,Mwanhingwo,Shinyanga,17,1,Bariadi,Mhango,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
564,18923,50874,0.0,2011-08-10,Government Of Tanzania,0,Government,Ccm,0,Lake Victoria,B/Center,Mwanza,19,6,Geita,Bukwimba,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
565,18960,26944,0.0,2011-07-30,Hesawa,0,DWE,Bombani,0,Lake Victoria,Ushirika,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
566,18969,9422,0.0,2012-10-26,Holland,0,HOLLAND,Jamii,0,Lake Victoria,Habare,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
567,18988,12139,0.0,2011-07-30,Wvt,0,WVT,Mtakuja,0,Lake Victoria,Sutwa,Shinyanga,17,1,Bariadi,Mhunze,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
568,19012,26328,0.0,2011-08-01,Government Of Tanzania,0,Government,Kituo Cha Afya,0,Lake Victoria,Nyang'Hulukulu,Mwanza,19,6,Geita,Nyang'hwale,0,True,GeoData Consultants Ltd,VWC,Nyang'hwale,True,0,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
569,19033,18285,0.0,2011-08-03,Hesawa,0,DWE,Shibumba Primary,0,Lake Victoria,Shuleni,Mwanza,19,6,Geita,Busolwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
